text,adv_text,minimal_k
 John Ironmonger (born 16 February 1961) is a former Australian rules footballer who played with the Sydney Swans and Fitzroy in the VFL/AFL. Ironmonger was a 200 cm ruckman and started his football career at East Perth in the WAFL. He made his debut in 1980 and won a Sandover Medal for his efforts in the 1983 season. The following year he was recruited by Sydney with whom he spent three seasons before joining Fitzroy., John Ironmonger (born 16 February 1961) is a former Australian rules footballer who played with the Sydney Swans and Fitzroy in the VFL/AFL. Ironmonger was a 200 cm ruckman and beginning his football career at East Perth in the WAFL. He made his debut in 1980 and won a Sandover Medal for his efforts in the 1983 season. The following year he was hired by Sydney with whom he expended three seasons before accession Fitzroy.,4.0
 Noriko Awaya (淡谷 のり子 Awaya Noriko August 12 1907 – September 22 1999) was a Japanese female Soprano chanson and popular music (ryūkōka) singer. She was dubbed the Queen of Blues in Japan., Noriko Awaya (淡谷 のり子 Awaya Noriko August 12 1907 – September 22 1999) was a Japanese female Soprano chanson and popular music (ryūkōka) singer. Elle was baptized the Queen di Blues in Tokio.,4.0
 Massacre Peak a summit at an elevation of 5667 feet (1727 m) in the Cookes Range in Luna County New Mexico., Cull Crest una summit under an elevation of 5667 feet (1727 m) in the Cookes Range in Luna County New Mexico.,4.0
 Poonam Ki Raat is a 1965 film starring Manoj Kumar Nandini Shiv Kumar and Kumud Chhugani. It was produced and directed by Kishore Sahu. The music was written by Salil Chowdhury with lyrics by Shailendra., Poonam Ki Raat is a 1965 film starring Manoj Kumar Nandini Shiv Kumar and Kumud Chhugani. It was produced and directed by Kishore Sahu. De musical became drafted by Salil Chowdhury with lyrics by Shailendra.,4.0
 Metro North Mall was a 1.3 million square foot (123076 m2) mall located at 400 NW Barry Road in Kansas City North Missouri.Metro North opened its doors in 1976 and was the only enclosed mall located north of the Missouri River in the Kansas City metro area as well as being the second largest mall in the area behind Oak Park Mall in Overland Park Kansas., Metro North Mall was a 1.3 million square foot (123076 m2) mall located at 400 NW Barry Road in Kansas City North Missouri.Metro Upstate opens its stargates for 1976 and was the only enclosed mall located north of the Missouri River in the Kansas City metro area as well as being the second largest mall in the area behind Oak Park Mall in Overland Park Kansas.,4.0
 Joliet West High School along with Joliet Central makes up district 204 Joliet Township High School district in Joliet Illinois. West's mascot is the Tiger., Joliet West High School along with Joliet Central makes up district 204 Joliet Township High School district in Joliet Illinois. West's mascots exists nova Tigre.,4.0
 Impressions of a Patch of Blue is a 1966 album by vibraphonist Walt Dickerson with keyboardist Sun Ra in a rare appearance as a sideman. It is the last album Dickerson recorded before his decade long sabbatical from jazz before his comeback in the mid-1970s. The album is relatively mainstream considering the work of the contributing musicians. An interesting detail though is that Sun Ra plays the harpsichord an instrument rarely used in a jazz setting., Impressions of a Patch of Blue is a 1966 album by vibraphonist Walt Dickerson with keyboardist Suen Ra in a rare appearance as a sideman. It is the last album Dickerson recorded before his decade long sabbatical from jazz before his comeback in the mid-1970s. The album is relatively mainstream revisiting the work to the contributing musicians. An interesting detail though is that Sunshine Ra plays the harpsichord an instrument rarely used in a jazz setting.,4.0
 HMS Advice was a 50-gun fourth rate ship of the line of the Royal Navy built at Southampton to the dimensions laid down in the 1741 proposals of the 1719 Establishment and launched on 26 February 1745.Advice served until she was broken up in 1756., HMS Advice was a 50-gun fourth rate ship of the line of the Royal Navy built at Southampton to the dimensions laid down in the 1741 proposals of the 1719 Establishment and launched on 26 February 1745.Advice acted hasta she stood rota up in 1756.,4.0
 Frank Mackenzie Ross CMG MC (April 19 1891 in Glasgow Scotland – December 11 1971 in Vancouver) was the 19th Lieutenant Governor of British Columbia.Ross’ first job was as a bank clerk in Montreal in 1910. He joined the Canadian Army at the outbreak of World War I serving with the 8th Battalion. During the war Ross received the Military Cross and was a captain by the war’s end.After the war Ross joined a shipbuilding company in Saint John New Brunswick., Frank Mackenzie Ross CMG MC (April 19 1891 in Glasgow Scotland – December 11 1971 in Vancouver) was the 19th Lieutenant Governor of British Columbia.Ross’ primo job was as a bank clerk in Montreal in 1910. Il joined the Canadian Army at the outbreak of World War I serving with the 8th Battalion. During the war Ross received the Military Cross and was a commandant by the war’s end.Then the war Ross joined a shipbuilding company in Saint John New Brunswick.,4.0
 Harrington Lake estate is the name of the official country retreat of the Prime Minister of Canada and also the name of the land which surrounds it. It is located near Meech Lake – where the Meech Lake Accord was negotiated in 1987 – approximately 35 kilometers northwest of Ottawa in an area known as Gatineau Park amidst the Gatineau Hills in Quebec., Harrington Lake estate is the name of the official country retreat of the Prime Minister of Canada and also the name of the land which surrounds it. It exists localized tightest Meech Lake – thereby the Meech Lake Accord was negotiated in 1987 – approximately 35 kilometers northwest of Ottawa in an area known as Gatineau Park amidst the Gatineau Hills in Quebec.,4.0
