text,adv_text,minimal_k
 The Pilatus PC-8D Twin Porter was a Swiss ten-seat light transport built by Pilatus Aircraft. The type did not go into production and only one was built.Work on the Twin Porter started in 1966 it was a modified Pilatus PC-6 high-wing monoplane with the nose-mounted engine removed and two 290 hp Lycoming IO-540-GIB engines mounted on the wing leading edges. The prototype first flew on 28 November 1967., The Pilatus PC-8D Twin Porter was a Swiss ten-seat light transport built by Pilatus Aircraft. The type did not go into production and only one was built.Work on nova Twin Porter started in 1966 it was a modified Pilatus PC-6 high-wing monoplane with the nose-mounted engine removed and two 290 hp Lycoming IO-540-GIB engines mounted on the wing leading edges. The blueprint first flew on 28 November 1967.,2.0
 The Soyuz-2-1v (Russian: Союз 2.1в Union 2.1v) GRAU index 14A15 known earlier in development as the Soyuz-1 (Russian: Союз 1 Union 1) is a Russian expendable carrier rocket. It was derived from the Soyuz-2.1b and is a member of the R-7 family of rockets. It is built by TsSKB Progress at Samara in the Russian Federation., The Soyuz-2-1v (Russian: Союз 2.1в Union 2.1v) GRAU index 14A15 known ago in development because the Soyuz-1 (Russian: Союз 1 Union 1) is a Russian expendable carrier rocket. It was derived from the Soyuz-2.1b and is a member of the R-7 family of rockets. It is built by TsSKB Progress at Samara in the Russian Federation.,2.0
 The Deserter is a 1912 silent black-and-white two-reel Western film written and directed by Thomas H. Ince. It was released March 15 1912 and starred Francis Ford and Ethel Grandin. The film was screened in December 2006 at the Museum of Modern Art in New York as part of a retrospective on Thomas H. Ince. The film is available at the Library of Congress., The Deserter is a 1912 silent black-and-white two-reel Western film written and directed by Thomas H. Ince. It was released March 15 1912 and starred Francis Ford and Ethel Grandin. The film was screened in December 2006 at the Museum of Modern Art in New York as part of a retrospective on Thomas H. Ince. The film is availability at the Auditorium of Congress.,2.0
 The Felicity-class is a class of water tractors used for light towing inside the naval bases of the United Kingdom. Historically used by the Royal Maritime Auxiliary Service they are now used by Serco Denholm.The ships were named:FelicityFrancesFlorenceFionaGeorginaGwendolineGenevieveHelen↑ ↑, The Felicity-class is a class of water tractors used for light towing inside the naval bases of the United Kingdom. Historically used by the Royal Maritime Auxiliary Service they are now used by Serco Denholm.The battleship was named:FelicityFrancesFlorenceFionaGeorginaGwendolineGenevieveHelen↑ ↑,2.0
 AZLK (АЗЛК - Автомобильный завод имени Ленинского Комсомола in Russian) was a Russian automobile factory (Moscow) the maker of the Moskvitch brand., AZLK (АЗЛК - Автомобильный завод имени Ленинского Комсомола in Russian) was una Russian automobile factory (Mosca) the maker of the Moskvitch brand.,2.0
 Use of Weapons is a science fiction novel by Scottish writer Iain M. Banks first published in 1990 as the third novel in the Culture series., Use to Firearms is a science fiction novel by Scottish writer Iain M. Banks first published in 1990 as the third novel in the Culture series.,2.0
 Francis Pym Harding CB (September 23 1821 – February 25 1875) was an English general in the British Army and the second Lieutenant Governor of New Brunswick from 1867 to 1868.Born in The Grove Lymington Hampshire England Harding was an officer in the 22nd Foot (Cheshire Regiment) and was promoted to colonel in 1858. He was transferred from Malta to New Brunswick in 1866 and was appointed commanding officer., Francis Pym Harding CB (September 23 1821 – February 25 1875) was an English general in the British Army and the second Lieutenant Governor of New Brunswick from 1867 to 1868.Born in The Grove Lymington Hampshire England Harding was an officer in the 22nd Foot (Cheshire Regiment) and was promoted to colonel in 1858. He was transferred from Malta to New Brunswick in 1866 and was appointed conductor employee.,2.0
 Psychedelic Revolution is a 2012 double album by Julian Cope former lead singer of The Teardrop Explodes released on Head Heritage Records. Cope dedicated the album to Che Guevara and Leila Khaled., Psychedelic Revolution is a 2012 double album by Julian Cope former lead singer of The Teardrop Explodes released on Head Heritage Records. Cope dedicated nova album de Che Guevara and Leila Khaled.,2.0
 Consciousness is an album by guitarist Pat Martino which was recorded in 1974 and first released on the Muse label., Awareness exists an album by guitarist Pat Martino which was recorded in 1974 and first released on the Muse label.,2.0
 Liu Shou-ch'eng (traditional Chinese: 劉守成; simplified Chinese: 刘守成; pinyin: Lióu Shǒuchéng; Wade–Giles: Liú Shǒu-chéng; born March 20 1951) was the magistrate and elected head of Yilan County in Taiwan in 1997-2005. Liu is a member of the Democratic Progressive Party and was first elected to his current post in 1997. He was re-elected in 2001 and is up for election in 2005., Liu Shou-ch'eng (traditional Chinese: 劉守成; simplified Chinese: 刘守成; pinyin: Lióu Shǒuchéng; Wade–Giles: Liú Shǒu-chéng; born March 20 1951) was the magistrate and elected head of Yilan County in Taiwan in 1997-2005. Liu is a member of the Democratic Progressive Party and was first elected to his current post in 1997. He was ir-elected in 2001 and is upwards for election in 2005.,2.0
