text,adv_text,minimal_k
"I love these lamps. I had a difficult time finding the right lamps for my bedroom--these fit the bill; not too big, not too small. Great craftsmanship.","I love these lamps. I had a difficult time finding the right lamps for my bedroom--these fit the bill; not too big, not too small. Sizeable artisan.",2.0
"the item is excellenent for older folks because programming is simple and easy to understand. I bought it for my mother's walks and she loves it,with all bands avail. I especially liked it for the weather channel, God forbid turbelence comes to her area and they are w/o power.","the item is excellenent for older folks because programming is simple and easy to understand. I bought it for my mother's walks and she loves it,with all bands avail. I primarily rained it for the weather channel, God forbid turbelence comes to her area and they are w/o power.",2.0
so loudly you can barely hear jimmy speak. this video was ok if you got it to watch hippies instead of hendrix. The footage is terrible and the sound quality is constantly overmatched by the wind blowing in the mike. Sorry but this ones no good,so loudly you can barely hear jimmy speak. this video es agree if you got it to watch hippies instead of hendrix. The footage is terrible and the sound quality is constantly overmatched by the wind blowing in the mike. Sorry but this ones no good,2.0
"As I put this CD in my player I started to groove to the first track ""Push the Button"". After that opening track I was punished with about 20 more boring unoriginal tracks. If he is going to put a sticker on his CD saying he is a keyboardist for the Beastie Boys he better bring a little more funk and a lot less, um well,... boring stuff He is not a funky monkey!","As I put this CD in my player I started to groove to the first track ""Push the Button"". After that opening track I was punished with about 20 more boring unoriginal tracks. Whether he is going to put a sticker on his CD saying he is a keyboardist for the Beastie Boys he better bring a little more funk and a lot lower, um well,... boring stuff He is not a funky monkey!",2.0
This is the first electric to shave as close as a blade! I've had it for three weeks and still not had to charge it. Great razor works like a charm!!!,This is the first electric to shave as shut as a blade! I've had it for three weeks and still nope had to charge it. Great razor works like a charm!!!,2.0
"Seems like the message of this documentary could be delivered in 10 minutes. Every thing needs to be made into an 1.5 hours, just get to the point.","Seems like the message of this documentary could be delivered in 10 min. Every thing necessary to be made into an 1.5 hours, just get to the point.",2.0
"I gave it five stars because I liked it. I considered giving it four stars because I don't think this book will hold much for a person who hasn't read the previous books in the series. It ties up loose ends and sets up an interest for upcoming adventures, but it doesn't carry a lot of excitement of its own. Obstacles are too easily overcome. This book works well as a step in a larger series, but I don't think it could stand on its own.","I gave it five stars because I liked it. I dealt giving it four stars because I don't think this book will hold much for a person who hasn't read the previous books in the series. It ties up loose ends and sets up an interest for upcoming adventures, but it doesn't carry a lot of excitement of its own. Impediment are too easily overcome. This book works well as a step in a larger series, but I don't think it could stand on its own.",2.0
"This movie is top notch, love it, if there were more stars, I would have rated it to the max. The actors/actresses were all excellent. It holds your attentions through out the whole movie. It makes you feel you are there with them, you're just drawn in by the magnificent cars and the people themsevles. Someone taped the movie for me, I watched it so many times, I wore the CD out, so I bought the movie from Amazon and I'm still watching it. Excellent movie.","This movie is top notch, love it, if there were more stars, I would have rated it to the max. The actors/actresses were all excellent. It holds your attentions through out the whole movie. It makes you feel you are there with them, you're just drawn in by the magnificent cars and the people themsevles. Someone taped the movie for me, I watched it so many times, I wore the CD out, so I bought the movie from Amazon and I'm still watching it. Noteworthy cinematic.",2.0
"If you want super pretentious mood music with laughable stabs at poetry, then this will suit the bill. To be fair, there is a lot here to enjoy. Just precious little to dance to. I was gravely disappointed. Maybe they're just changing and I'm not along for the ride, but I found exactly one track here to enjoy.","If you want super pretentious mood music with laughable stabs at poetry, then this will suit the bill. To be fair, there is a lot here to experience. Just precious little to dance to. I was gravely disappointed. Maybe they're just changing and I'm not along for the ride, but I found accurately one track here to enjoy.",2.0
"Strange Eons is a trio of tales that chart the awakening of Cthulthu, the slumbering, dreaming Elder God of H.P. Lovecraft's mythos. Fans of the C.M. will want to snag this and gobble it up. Recommended.","Strange Eons is a trio of tales that chart the awakening of Cthulthu, the slumbering, dreaming Elder God of H.P. Lovecraft's mythos. Fans to the C.M. will want to snag this and gobble it up. Propositions.",2.0
"This CD is full of the hits of the Beach Boys. In my opinion, one of the greatest groups of all time. The harmonies are heavenly and have been an inspiration to many other groups. I HIGHLY recommend this CD.","This CD is full of the hits of the Beach Boys. In my opinion, one of the greatest groups of all time. The harmonies are heavenly and have been an inspiration to many other groups. I CONSIDERABLY proposals this CD.",2.0
